id,original_word_count,summary_3sent,summary_3sent_words,summary_2sent,summary_2sent_words,word_limited_summary,word_limited_words,original_highlights,highlights_word_count
5b286830ff357155c708807ba3f9a729b11bf8ca,794,"Hundreds of British teenagers see ISIS as 'pop idols' like One Direction and Justin Bieber, putting children in danger of being radicalised, the country's most senior Muslim prosecutor has said. Mr Afzal, former head of the Crown Prosecution Service in the north-west, said children are 'manipulated' by Islamists and that Britain needs a new approach in the way it deals with radicalisation. More recently he was responsible for the successful conviction of disgraced former BBC presenter Stuart Hall.",78,"Mr Afzal said teenagers are 'manipulated' by ISIS (file picture) and that Britain needs a new approach in the way it deals with radicalisation . The prosecutor said some Muslim teenagers see Islamists as 'pop idols' like Justin Bieber (left) and One Direction (Harry Styles, right) 'The reality is that they're no more than narcissistic, murderous cowboys.",57,Prosecutor Nafir Afzal said hundreds of British teenagers see ISIS as 'pop idols' like One Direction and Justin Bieber . He believes that young people are far more likely to listen to people who have gone through their experiences than authority figures. He said: 'This is a growing industry. Some are very high-profile figures.',54,"Top Muslim prosecutor warned that another 7/7 terror attack could happen .
Nafir Afzal said British teenagers see ISIS as 'pop idols' like One Direction .
Children are manipulated by Islamists like sex grooming gangs, he added .
Next government should recruit Muslim role models to help mentor teenagers who have been radicalised, prosecutor said .",56
dca1c5bb4ba499a361ee175cf3e301c71e974ed4,733,"David Cameron has revealed eldest daughter Nancy has taken to likening her father to Phil Dunphy (right), the embarrassing dad from US hit sitcom Modern Family . Normally, when I've just had a baby.' Mr Cameron also revealed that Nancy has threatened to a write memoir of her time in Number 10.",52,"The Prime Minister has revealed eldest daughter Nancy has taken to likening her father to Phil Dunphy, the embarrassing dad from US hit sitcom Modern Family. In the show, Dunphy is often mocked by his wife Claire, but has become one of the best loved characters for his pearls of wisdom dubbed 'Phil's-osophy' Samantha Cameron, who has joined her husband on the campaign trail, has also teased the Tory leader over his DIY skills .",75,"The Prime Minister has revealed eldest daughter Nancy has taken to likening her father to Phil Dunphy, the embarrassing dad from US hit sitcom Modern Family. It's happened'. 'She does regularly say: 'That is so Phil Dunphy'. Empty.'",38,"Prime Minister reveals 11-year-old daughter's withering comparison .
Phil Dunphy is the hapless father loved for his bizarre pearls of wisdom .
Nancy threatens a No.10 memoir including how she was left in a pub .",36
c2addf7bfbcb58346b5513a41278751c5e8afbaa,772,"Playing dead: Illini Bluffs High School senior Alanni Young stands Thursday as American Red Cross Central Illinois Chapter employee Lisa Maynard adds a touch of realism before a simulated prom night  accident . Very real: Beer cans litter the ground as Illini Bluffs High School senior Sam Giftos acts the role of the drunken driver involved in a fatal prom night accident Thursday in Glasford . Injured victim: 'Thank God it’s not real,' said Kelly Hastings, who played the dead woman, told CBS .",84,"Very real: Beer cans litter the ground as Illini Bluffs High School senior Sam Giftos acts the role of the drunken driver involved in a fatal prom night accident Thursday in Glasford . 'Thank God it’s not real,' said Kelly Hastings, who played the dead woman, told CBS.",48,"Scroll down for video . 'Thank God it’s not real,' said Kelly Hastings, who played the dead woman, told CBS. Real first-responders came to the scene with their sirens blasting. 'It felt like the real thing,' he said.",38,"The Glasford school in Illinois hosted one of several simulations put on by the American Red Cross to educate students on drunk driving dangers .
The staged event on Thursday used student actors playing accident victims and used real rescue personnel responding to the scene .
In a graphic staged performance on Wednesday at Massapequa High School in Long Island there was a similar simulation .",66
0cc9a80a94a7dd68e43aceb2bfcfed37dc42ff08,587,"The troubled son of an influential San Diego businessman was arrested last week for allegedly attempting to kidnap a 7-year-old girl from a local elementary school. On the right, the police sketch of the suspect before Doshay was arrested . At a press conference following Doshay's arrest, the father of the girl he attempted to kidnap spoke out about his family's relief and the daughter who is 'our inspiration' and 'hero'.",71,"Caught: Jack Henry Doshay, 22 (left), was arrested last week after allegedly attempting to kidnap a 7-year-old girl from a Solana Beach, California elementary school. On the right, the police sketch of the suspect before Doshay was arrested .",39,"Noticeably absent from the court room were the suspect's parents, Karen and Glenn Doshay. Scroll down for video . On the right, the police sketch of the suspect before Doshay was arrested . His layer Paul Pfingst pictured on the right .",42,"Jack Henry Doshay, 22, was arrested at a residential facility Wednesday where he was receiving treatment for depression .
Authorities say he tried to kidnap a 7-year-old girl from a Solana Beach, California elementary school on March 23 .
On Friday, Doshay pleaded not guilty to charges of kidnapping, false imprisonment with violence and child cruelty in his first court appearance .
He is the son of prominent San Diego businessman Glenn Doshay, who is a minority owner of the San Diego Padres baseball team .",86
8aeb88ca2652cdc275c2bc16f9ef7e84a8debc6b,927,"Eloise Parry, known as Ella, 21, died this week after taking a lethal overdose of diet pills . They established that the chemical boosted metabolism by up to 50 per cent, leading to considerable weight loss without dieting. This increase in metabolic rate results in the consumption of fat and carbohydrate as they are turned into energy.",57,"Eloise Parry, known as Ella, 21, died this week after taking a lethal overdose of diet pills . In 2004 the UK Food Standards Agency advised consumers not to take any product containing DNP at any level: ""This chemical is not suitable for human consumption.""",45,"Anything but. Scientists warn DNP is highly toxic. That same year a 23-year-old Leeds University medical student, Sarah Houston, died after consuming DNP that she'd bought over the internet. All sorts of promises are made on the internet about DNP.",40,"DNP was a chemical used in weapons in WW1 and was found to be toxic .
It was also commercially used as a pesticide and poisoned workers .
Was banned as a diet pill after scientists discovered its risky side effects .
Has been linked to a string of deaths as it causes people to overheat .",57
74290457cfdd42c6a53be99132f2a6d271c97bb9,442,"Buffon, Lichtsteiner, Chiellini, Bonucci, Evra, Marchisio, Pirlo, Vidal, Pereyra, Morata, Tevez . Juventus, who are hoping to win the treble, showed no signs of slowing up during the Champions League encounter as Arturo Vidal scored a 57th-minute winner from the penalty spot. The AC Milan side which started the 2007 Champions League final had an average age of 31y 34d .",61,"The Italian tactician named an experienced side with Gianluigi Buffon (37), Giorgio Chiellini (30), Stefan Lichtsteiner (31), Patrice Evra (33), Andrea Pirlo (35), Carlos Tevez (31) all starting the match at the Juventus Stadium. The AC Milan side which started the 2007 Champions League final had an average age of 31y 34d .",53,Average age: 30years 64days . Average age: 31y 331d . Average age: 32y 105d . The AC Milan side which started the 2007 Champions League final had an average age of 31y 34d .,34,"The Juventus starting line-up which faced Monaco had average age of 30years and 64days .
Juventus have one step in Champions League semi-finals after 1-0 win .
Inter Milan hold record for oldest side to play in Europe's elite competition .
Portsmouth fielded most experienced XI to play in the Premier League .",53
539d909e3b49ee58471494bafe5b2c716c55675c,285,"Fritz's owner, Evan Ball, hopes that one day the dog will be able to achieve the 'paw-fect' catch. Good effort: The pooch was filmed wearing bunny ears this Easter trying, and miserably failing, to catch a hard-boiled egg between his teeth . Not-so-paw-fect catch: Slow-motion footage shows him licking his lips and enthusiastically leaping up to catch the treat .",60,"Good effort: The pooch was filmed wearing bunny ears this Easter trying, and miserably failing, to catch a hard-boiled egg between his teeth . Not-so-paw-fect catch: Slow-motion footage shows him licking his lips and enthusiastically leaping up to catch the treat .",42,"A defeated Fritz is then seen hanging his head low, with his bunny ears falling to the ground. The pup has made quite a name for himself with his poor catching skills. Fritz's owner, Evan Ball, hopes that one day the dog will be able to achieve the 'paw-fect' catch. Not-so-paw-fect catch: Slow-motion footage shows him licking his lips and enthusiastically leaping up to catch the treat .",68,"Fritz the Golden Retriever from California has made quite a name for himself with his inability to catch .
His YouTube channel boasts more than five million hits .
Other videos show him being thrown steak, tacos, bread rolls, pizza and donuts, with misses every time .",47
15100a7c49155c8ba1762fd88b08192ae8c6898c,1254,"Liverpool manager Rodgers (far right) addresses his players during Sunday's game at Wembley Stadium . Mario Balotelli (centre) is one of a number of Liverpool signings that have failed to impress this season . Liverpool's players, including their captain, were outclassed by Villa at Wembley and deservedly lost .",49,Brendan Rodgers looks dejected as Liverpool crash out of the FA Cup after a 2-1 defeat to Aston Villa . Mario Balotelli (centre) is one of a number of Liverpool signings that have failed to impress this season .,39,"Are Liverpool heading for mediocrity? Managing Liverpool comes with great expectation and Rodgers must provide the right answers come August. Rickie Lambert must leave to get regular football. In 12 months, he must hope his words are proven prophetic.",39,"Brendan Rodgers needs a positive summer to restore confidence at Anfield .
Liverpool's transfer committee under pressure to sign better players .
Rodgers now also under scrutiny after being exposed in big matches .",34
97f7196426e52bfa444e41ce8c7a736b3376bc9f,349,"Dematteis was arrested and charged with assault following the incident, according to the New York Daily News. Police said New York resident Nicholas Dematteis, 39, flew into the rage while at Bocca East (above) during brunch, and demanded a free meal around 4pm after waiting an hour and a half . 'The guy was screaming, ''I'm not paying for it!''",60,"Dematteis was arrested and charged with assault following the incident, according to the New York Daily News. Verdi added that Dematteis, who he said appeared to be drunk, was 'a lot' bigger than the manager.",35,"Dematteis was arrested and charged with assault following the incident, according to the New York Daily News. 'The guy was screaming, ''I'm not paying for it!'' There was some expletives used in there.' Dematteis was arrested and charged with assault following the incident on Saturday afternoon .",47,"Nicholas Dematteis, 39, flew into a rage while at restaurant Bocca East during brunch on Saturday afternoon .
He demanded free meal around 4pm because of slow service, police said .
Witnesses said he spewed homophobic slur at a manager before grabbing him by the neck and slamming him into bar and hurling him into woman .
He has been arrested and charged with assault following the incident .",69
6c4f40ce151ff187090a328daf80ee6f38f2e462,502,"Burnell Mitchell, 61, the brother of Boney M's lead singer, was arrested this week on suspicion of conspiracy to murder and the commission, preparation and instigation of acts of terrorism. Police said in a statement today that they had arrested the fourth suspect, a 35-year-old man, on Friday, before releasing him on bail today. Both his home and the mosque were searched by police last week as part of the investigation into Mr Arwani's death.",75,"Killed: Police are investigating the alleged murder of Syrian-born imam Abdul Hadi Arwani . Burnell Mitchell, 61, the brother of Boney M's lead singer, was arrested this week on suspicion of conspiracy to murder and the commission, preparation and instigation of acts of terrorism.",44,"Mr Arwani's son Murhaf said last week: 'He just loved to help people. He did not care what your background, race or status was. He just wanted to help people in need. Sorry we are not currently accepting comments on this article.",42,"Man, 36, arrested on suspicion of conspiracy to murder Abdul Hadi Arwani .
Syrian imam was found shot dead in his car on a street in Wembley .
Leslie Cooper, 36, has already appeared in court accused of murder .
Burnell Mitchell, 61, and a 53-year-old woman were also arrested on suspicion of terror offences .",56
5bbfc8dc64923856dc517e4271e79b8afbe7dd09,704,"George W. Bush 'just stood and took it' when the grieving mother of a dying soldier screamed at him while he was paying a visit to a military hospital, his former press secretary Dana Perino has revealed (file photo) She said it was like Bush 'expected and needed to hear the anguish, to try to soap up some of her suffering if he could'. That's when he asked the military aide to present the Marine with the Purple Heart for a second time, Perino said. 'The sacrifice, the pain and suffering, the love of country,' she said.",97,"Dana Perino was accompanying the former president as he visited wounded soldiers and their families at the Walter Reed hospital in Washington, D.C. Perino said these regular visits were usually filled with joy, but this particular meeting was one of the exceptions, she wrote in her new book And The Good News Is: Lessons And Advice From The Bright Side. On that same day at the hospital, Perino said Bush met a young Marine who opened his eyes for the first time while the president was in the room to award him with a Purple Heart.",96,"'The mom was beside herself with grief. 'And I hope you know how much he loves you and your mom too.' 'The president had tears dripping from his eyes on the Marine's face. 'The sacrifice, the pain and suffering, the love of country,' she said.",45,"Dana Perino and Bush were visiting families at the Walter Reed military hospital in Washington, D.C. in 2005 .
Perino said one mother of a soldier from the Carribean was devastated .
'She yelled at the president, wanting to know why it was her child and not his who lay in the hospital bed,' Perino wrote .
Perino said Bush 'needed to hear the anguish' and later said he didn't 'blame the woman one bit' for being mad at him .
Perino shared the story in her new book And The Good News Is: Lessons And Advice From The Bright Side .",102
bdc1da890592c918a3ed56db103a18f52e0c1f0a,230,"The Liverpool star has broken into the first team set-up this season, with some eye-catching performances at wing back or in a more attacking role. Jordon Ibe posted on Instagram, the video of him performing the moonwalk while he recovers from injury . After being thumped by Arsenal at the Emirates, the Merseysiders know they can't afford to slip up in any of their remaining games.",66,"And Ibe took to Instagram, to show off his ability to perform the dance move, that many people around the country wish they could replicate. After being thumped by Arsenal at the Emirates, the Merseysiders know they can't afford to slip up in any of their remaining games.",48,"Jordon Ibe's proved he's got some impressive moves on the football pitch but the young winger has shown us he's an equally adept dancer - by pulling off the trademark Michael Jackson 'moonwalk.' The Liverpool star has broken into the first team set-up this season, with some eye-catching performances at wing back or in a more attacking role. Jordon Ibe posted on Instagram, the video of him performing the moonwalk while he recovers from injury . The 19-year-old has done well since breaking into the Liverpool first team and is seen as a key member .",96,"Jordan Ibe showed off the impressive dance move on his Instagram .
The Liverpool star has broken into the first team during this campaign .
Ibe is currently on the sidelines after suffering a knee injury .
CLICK HERE for all the latest Liverpool news .",46
408e1c4d0d4e925ae536f2be0d712d015b7dd067,416,"The only thing we had was we could tell there was one victim,"" said Officer Todd Green of Bonney Lake Police Department, according to CNN affiliate KOMO. Josh and Vanessa Ellis were youth pastors at the EastPointe Foursquare Church in Puyallup, near Bonney Lake, the church said. ""I was just a second or two behind him,"" Nelson told KOMO.",59,"The only thing we had was we could tell there was one victim,"" said Officer Todd Green of Bonney Lake Police Department, according to CNN affiliate KOMO. Josh and Vanessa Ellis were youth pastors at the EastPointe Foursquare Church in Puyallup, near Bonney Lake, the church said.",47,"Concrete from a construction project crashed onto the family's car, killing Josh and Vanessa Ellis and their 8-month-old son, Hudson, authorities said. Shocked! Motorist Dawn Nelson was driving behind the Ellis' vehicle. She felt the crash inside her home.",39,"Josh and Vanessa Ellis, a couple in their 20s, were youth pastors in a suburban Seattle church .
They and their 8-month-old son, Hudson, are killed when a highway barrier falls on their car .
""We are stunned! Shocked!"" the church's lead pastor writes on Facebook .",47
6fdfe9e57dd9322902357369e17398438069c1d1,643,"A contestant on The Price is Right has walked away with a $21,960 car for free courtesy of a dumb mistake by model Manuela Arbelaez - who has since said it was the 'biggest mistake ever in game show history' Manuela Arbelaez's mind was clearly somewhere else when she removed the wrong price tag during Thursday's show. I went to this dark place, and I thought I'd get fired or it would be taken out of my paycheck.' She added that host Carey was 'understanding and supportive' and told her he thought it was the 'funniest thing ever.'",98,"A contestant on The Price is Right has walked away with a $21,960 car for free courtesy of a dumb mistake by model Manuela Arbelaez - who has since said it was the 'biggest mistake ever in game show history' Manuela Arbelaez's mind was clearly somewhere else when she removed the wrong price tag during Thursday's show. Manuela was eventually consoled by both host Drew Carey and delighted contestant Andrea .",71,"''I'm not in trouble :) phew!,' she wrote on Twitter yesterday. I do things right,' she said. Arbelaez joined the regular rotation of five models on The Price Is Right in April, 2009. she wrote.",35,"Manuela Arbelaez handed contestant Andrea a $21,960 Hyundai Sonata SE for free on Thursday's show .
Model revealed the correct price of the car too early - ending the show .
Host Drew Carey was left with little option but to tell the contestant, 'Congratulations! Manuela just gave you a car! The game is over, folks'
Arbelaez said she wanted to 'go into a wormhole and disappear'
Claimed her body reacted quicker than her brain, leading to the mistake .",80
536bd8593a44e0e44165ff5dcd6c4112d9719fa9,1165,"Active: The Queen still rides regularly and is pictured out in Windsor Great Park last week . Although, unlike her grandsons William and Harry, the Queen has never played polo herself, she has long been a fan of the sport. Royal family: The Queen pictured with her family and the Middletons at Prince George's christening in 2013 .",58,"Active: The Queen still rides regularly and is pictured out in Windsor Great Park last week . The moment, which came during last summer's Commonwealth Games, saw Her Majesty appear in the background of a selfie being taken by Hockeyroos player, Jayde Taylor, 30.",44,"I'm thrilled for her.' Under the Queen, the monarchy has also modernised and embraces the latest technology, including social media. Her first post, an anodyne comment about the opening of an exhibition at the Science Museum, went viral - as did her first photo-bomb. Photo-bomb!",45,"The Queen is celebrating her 89th birthday today at home at Windsor .
She is spending the day privately with Prince Philip and her family .
Her Majesty is enjoying renewed popularity, especially on social media .
A snap of the Queen photo-bombing a hockey player went viral last year .
She is set to welcome her fifth great-grandchild within days .",62
5271cecdd87c79e37c2265e1c9c19adb96ffb5f0,903,Available at Net-A-Porter! So take a leaf out of Sam's book and emulate her look by clicking right to Net-A-Porter to get her exact dress today! Visit site .,29,Scroll down for video . Visit site .,8,Available at Net-A-Porter! So take a leaf out of Sam's book and emulate her look by clicking right to Net-A-Porter to get her exact dress today! Missguided Scuba Bardot Ivory Floral Bodycon Dress . Lover Bloom Dress at Shopbop .,40,"Aaron Taylor-Johnson, 24, is so mature friends call him Benjamin Button .
Hollywood actor says he 'doesn't notice' 23-year age gap with wife Sam, 48 .
The couple have been married for two years and have two daughters .",39
5ff090272dfda8385b1a95a80ea3f2f88ee28df6,1274,"Tents crushed by snow, belongings strewn across the mountainside and a desperate scramble to find any injured victims: this is the chaotic scene after a 7.8-magnitude earthquake sparked an avalanche on Mount Everest, killing 18 people. Wreckage: People look over the scene on Saturday after the earthquake triggered the avalanche that flattened parts of the base camp . Mountaineering instructor Chris Harling, 41, from Keswick, Cumbria, has spoken of the terrifying moment he felt the ground 'turn to jelly under his feet' after the earthquake hit Mount Everest.",88,"Tents crushed by snow, belongings strewn across the mountainside and a desperate scramble to find any injured victims: this is the chaotic scene after a 7.8-magnitude earthquake sparked an avalanche on Mount Everest, killing 18 people. Before and after images show how the wave of snow, ice and rock flattened the usually serene 18,000-foot-altitude base camp on Saturday.",58,"I looked around and saw the tents all torn, crushed and many people injured. I had lived, but lost many of my friends.' I lost consciousness. The quake is believed to have killed more than 4,000 people .",38,"Photographs taken after the 7.8-magnitude earthquake sparked an avalanche on Mount Everest on Saturday show the campsite buried beneath snow and belongings strewn across the mountain .
Eighteen people were killed in the avalanche, including three Americans, and more than 60 were injured .
Survivors recalled harrowing tales of being pummeled by snow and rocks as they prayed for their lives .
The massive earthquake is believed to have killed at least 4,352 people across the region .",78
47d1ef16af4e7aa6968df404418fa8e5e9be1364,500,"Nick Abendanon breaks clear to score for Clermont in their thrashing of Northampton on Saturday . if Clermont continue the way they are, I stay injury-free and I keep playing some good rugby, then maybe it’s a possibility in the same way that people have been talking about Steffon (Armitage).’ Abendanon crosses in his starring performance for the French side in the European Champions Cup . A World Cup dispensation has been discussed for Toulon's English flanker Steffon Armitage .",80,"Nick Abendanon was perhaps the only happy Englishman at Stade Marcel Michelin on Saturday night and, after leading Northampton a merry dance, he revealed faint but lingering World Cup hopes. if Clermont continue the way they are, I stay injury-free and I keep playing some good rugby, then maybe it’s a possibility in the same way that people have been talking about Steffon (Armitage).’ Abendanon crosses in his starring performance for the French side in the European Champions Cup .",80,Nick Abendanon breaks clear to score for Clermont in their thrashing of Northampton on Saturday . special dispensation . A World Cup dispensation has been discussed for Toulon's English flanker Steffon Armitage . We’ve left our non-contact bibs in the changing-rooms.,41,"Nick Abendanon was man of the match in Clermont win over Northampton .
Clermont thrashed Premiership's Saints 37-5 at Stade Marcel-Michelin .
Former Bath full back conceded England career over after France move .
But Abendanon's not yet given up hope of a call-up to the national team .
He hopes to be spoken of in the same way as Toulon's Steffon Armitage .",64
92692376f753a8682b0f74a1552e13a0809c991f,906,"Some people in San Jose think nothing of saying 'didn't nobody help him', while Florida residents can be heard using the phrase, 'I ain't never had no trouble with none of 'em.' he added. In New York, as well as California, the map shows there's a tendency to use the word 'so' for drama, such as 'I'm so totally over this' Linguistics Professor Raffaella Zanuttini explained that there is also a social implication to this research.",76,"Now researchers at Yale University have revealed these patterns by documenting the subtle differences in sentence structure across the US. In New York, as well as California, the map shows there's a tendency to use the word 'so' for drama, such as 'I'm so totally over this' Linguistics Professor Raffaella Zanuttini explained that there is also a social implication to this research.",62,"And New York isn't the only region that uses 'so' to add emphasis to a sentence. ""Where's me a screwdriver?"" or ""Where's me a place to eat around here?""' he added.",31,"In New York and California, there is a tendency for people to use the word 'so' in sentences to increase drama .
Phrases such as 'here's you a water bottle' are common in the south, but people in the north find it strange .
To find more examples of unusual grammar use, zoom in on the map below and click on a red location marker .",66
54361733464f8aa0d7e98f12a3ff312dea217be0,1157,"Rory McIlroy has designs on becoming the true figurehead of his sport, says Paul McGinley. Tiger Woods returns to the fold for the Masters but isn't expected to be challenging McIlroy for the green jacket . This week, however, McIlroy is on his own.",44,"McGinley, McIlroy's Ryder Cup-winning coach, says the world No 1 aims to be an iconic figure in world sport . What Woods has done in his career is a yardstick, Rory is still evolving towards that and every year he is getting better and better, but he still has a long way to go to meet the standards that Tiger set.’ McGinley, who will be at the Masters in Augusta commentating for Sky Sports, the only place to watch all four days live, cites Woods’s supreme patience as the hallmark of a true great – McIlroy glaringly lacked the latter during his final-round horror show in 2011.",107,"Rory McIlroy has designs on becoming the true figurehead of his sport, says Paul McGinley. ‘Yeah, I think a bit. When Rory’s driving the ball like he can, he’s very intimidating. ‘A rival will be good for Rory,’ insists McGinley.",40,"Ryder Cup-winning captain Paul McGinley speaks highly of Rory McIlroy .
World No 1 wants to be 'an iconic figure in world sport,' said McGinley .
McIlroy's not all about winning titles, he wants to propel the game forward .
McIlroy could be the sixth man to win the Grand Slam at Augusta National .
He is the favourite for the Masters, where his best finish there is eighth .
McGinley said McIlroy intimidates opponents, but not like Tiger Woods did .",82
14e77d8ca51cc5c29df8afa0064c4bad4d3a5dfa,667,"The glamorous Labour councillor, who is married to the outspoken MP Simon Danczuk, said Parliament needed people like her ‘to bring it back down to reality’. Mrs Danczuk, 31, who revealed earlier this year that she had suffered sexual abuse, told LBC’s Nick Ferrari that she had rebuilt her life after being ‘shattered’ as a child. She said she used provocative selfie pictures on Twitter as a way of saying to others: ‘I will not be ashamed about who I am.’ Mrs Danczuk said she had rebuilt her life after the abuse, but now had the confidence to go into politics.",101,"She said she used provocative selfie pictures on Twitter as a way of saying to others: ‘I will not be ashamed about who I am.’ Mrs Danczuk said she had rebuilt her life after the abuse, but now had the confidence to go into politics. ‘It’s just been happy with you.",51,She said: ‘There’s not many women that can relate to women. You have nightmares. I used to be ashamed. It’s not a good place to be.’ She said she used to have ‘horrific nightmares’ every night and couldn’t sleep.,39,"Karen Danczuk said MPs needed to speak in a language people understood .
She said she would like to go into 'mainstream politics' in the future .
Mrs Danczuk said women did not have anything to relate to this election .
She also defended her infamous selfies: 'This is me, take me as I am'",55
388da6d0a9874f7991e9a8d57d283cb00b960f30,946,"Now researchers have revealed that 'Pessie' may have lived at the bottom of the lakes that would later become Loch Ness. An online register lists 1067 total Nessie sightings. The list was created by Gary Campbell, the man behind the Official Loch Ness Monster Fan Club and is available at www.lochnesssightings.com .",52,Fossils of a creature bearing a 'striking' similarity to depictions of Nessie have been found in a 19th century collection. Scientists have revealed that the rediscovered fossil dubbed 'Pessie' (pictured) may have lived at the bottom of the freshwater lakes that would later become Loch Ness .,47,"Vital clue? An online register lists 1067 total Nessie sightings. The list was created by Gary Campbell, the man behind the Official Loch Ness Monster Fan Club and is available at www.lochnesssightings.com . A close-up of what could be the Loch Ness Monster.",43,"Fossils of a creature bearing a striking similarity to depictions of Nessie have been found in a 19th century collection .
It is thought the fossil was found in Cromarty and would have once lived in a freshwater lake between 542 million years ago to 251 million years ago .
Researchers have revealed that Pterichthyoides milleri - or 'Pessie' - lived on the bottom of the lakes that would later become Loch Ness .",74
0953a85cee13aba3aebad5a7f625349e9a848679,1053,"Salads in British supermarkets are being grown by workers treated like ‘slaves’ who live in filthy conditions, an investigation has found. Cleaning: Some live in filthy shacks made of wood and plastic sheeting near the fields in Almeria southern Spain . We are taking these allegations very seriously and will be conducting our own investigation.’ A Waitrose spokesman said: ‘Worker welfare is very important to us – our supplier is investigating these allegations and will ensure that our high standards are being met.’ A spokesman for the British Retail Consortium which represents all the supermarkets said: ‘Ensuring workers are treated fairly in our supply chains is a key concern for retailers.",111,"Salads in British supermarkets are being grown by workers treated like ‘slaves’ who live in filthy conditions, an investigation has found. It is not alleged that Agroherni's workers are forced to live  in dirty conditions or work without sanitation, but one former employee told how she had been left in agonising pain and needed multiple operations on her sinuses after working in fields where pesticides were being sprayed.",68,Cleaning: Some live in filthy shacks made of wood and plastic sheeting near the fields in Almeria southern Spain . All the major British supermarkets claim they source food responsibly. ‘What is there to clean yourself? ‘Supermarkets must explain themselves.,40,"Vegetables sold in UK are grown by workers 'denied basic hygiene facilities' in Almeria, Spain .
Almeria workers use bushes near where vegetables are being grown as toilets .
Some live in filthy shacks made of wood and plastic sheeting near fields in Almeria .
Claim to be sprayed with pesticides and be left unpaid for hours worked .
Watch the full film tonight on Channel 4 News at 7pm.
An article of 15 April reported on a Channel 4 investigation into the treatment of salad and vegetable workers in Southern Spain who live and work in filthy conditions without basic toilet and hand washing facilities, forcing them to urinate near produce. Those allegations were not made against Agroherni Group in Murcia but relate to separate companies elsewhere in Spain, in Almeria. We apologise to the Agroherni Group for any damage caused.",142
73e2ce8210f4f912294bb5954217410b8e14ddc0,405,"Battilana refused to cooperate with authorities for four days after making the allegation against Weinstein . The delay led to speculation Battilana made the groping allegation in a bid to try and land a part in one of Weinstein's films. Weinstein, 63, is married to British-born fashion designer Georgina Chapman, 38 (right), and they have two kids .",58,"Italian model Ambra Battilana, 22, told police Weinstein groped her during a 'business meeting' at his Tribeca Film Center office in Manhattan on March 27. Battilana is a former Miss Italy finalist .",33,Scroll down for video . Battilana refused to cooperate with authorities for four days after making the allegation against Weinstein . Battilana is a former Miss Italy finalist . Battilana refused to cooperate with authorities for four days after lodging the complaint against Weinstein.,44,"Manhattan District Attorney concluded 'criminal charge is not supported'
63-year-old was accused of grabbing model at Tribeca Film Center office .
Father of five denied the claim but did face possible misdemeanor charges .
Battilana, 22, didn't cooperate with police for four days after allegation .
Has been claimed delay was because she wanted to try and land a film role .",62
788350d50e6858fddaf1095b9ac026d82fae79c1,223,"While Pacquiao was making another appearance on Jimmy Kimmel Live, Mayweather was welcoming Mariah Carey to his gym. Carey has long been a fan of Mayweather having attended his fight against Shane Mosley in 2010. Scroll down for video .",40,"While Pacquiao was making another appearance on Jimmy Kimmel Live, Mayweather was welcoming Mariah Carey to his gym. Scroll down for video .",23,Scroll down for video . Floyd Mayweather poses with Mariah Carey after she paid him a visit at his Las Vegas gym . Manny Pacquiao arriving at ABC studios for Jimmy Kimmel Live! Pacquiao poses with Jimmy Kimmel on his latest visit to the talk show .,47,"Floyd Mayweather and Manny Pacquiao fight in Las Vegas on May 2 .
Both men are nearing the end of their respective training camps .
Singer Mariah Carey paid a visit to Mayweather's boxing gym .
Pacquiao made his latest appearance on Jimmy Kimmel Live!
READ: Floyd Mayweather vs Manny Pacquiao tickets FINALLY go on sale .
Jeff Powell: Mayweather now the mature man who weighs words carefully .
CLICK HERE for all the latest Floyd Mayweather vs Manny Pacquiao news .",82
3f2f36871709c7e85a6f6f34b8b66fe31c60a28e,736,"The extraordinary black and white photos show locals and foreigners posing at the Temple of Heaven, standing next to giant statues at the Western Qing Tombs and riding on boats at the Summer Palace. A boy poses in between stone statues of animals at the Western Qing Tombs, which has four royal mausoleums . Some of the attractions featured in these 100-year-old photos are now Unesco World Heritage Sites, including the Forbidden City, Summer Palace and Temple of Heaven.",79,"They are some of the earliest holiday snaps of the Chinese capital – taken between 1900 and 1911 during the Qing dynasty – and they show landmarks almost devoid of visitors. A man poses next to a giant stone statue at the Western Qing Tombs, where more than 75 members of the royal family are buried .",57,"Scroll down for video . The origin of the photos is not known. Guozijian, known as the National School or Beijing Imperial College, was the highest seat of learning during four Chinese dynasties . Some of the Beijing-area attractions featured in these 100-year-old photos are now Unesco World Heritage Sites .",51,"Black and white photos offer a rare glimpse of the Chinese capital's landmarks devoid of tourists .
Pictures were taken between 1900 and 1911 during the Qing dynasty, the last imperial dynasty of China .
Locals and foreigners pose at the Temple of Heaven, Western Qing Tombs and Summer Palace .
Quiet scenes are a far cry from modern-day Beijing, one of the most populous cities in the world .",70
